INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '513', 'Item 1', 'Descricao do item 1', 85.04, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '833', 'Item 179', 'Descricao do item 179', 69.48, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '541', 'Item 180', 'Descricao do item 180', 75.43, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '419', 'Item 181', 'Descricao do item 181', 75.42, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '811', 'Item 182', 'Descricao do item 182', 57.47, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '725', 'Item 183', 'Descricao do item 183', 91.97, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '665', 'Item 184', 'Descricao do item 184', 47.3, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '137', 'Item 185', 'Descricao do item 185', 43.21, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '675', 'Item 186', 'Descricao do item 186', 96.91, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '740', 'Item 187', 'Descricao do item 187', 66.46, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '528', 'Item 188', 'Descricao do item 188', 93.02, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '231', 'Item 189', 'Descricao do item 189', 63.25, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('772186', '688', 'Item 190', 'Descricao do item 190', 69.07, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('543884', '390', 'Item 191', 'Descricao do item 191', 18.53, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '559', 'Item 192', 'Descricao do item 192', 70.36, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '670', 'Item 193', 'Descricao do item 193', 68.85, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('610876', '638', 'Item 194', 'Descricao do item 194', 94.79, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('450666', '634', 'Item 195', 'Descricao do item 195', 21.92, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '317', 'Item 196', 'Descricao do item 196', 17.08, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('281595', '172', 'Item 197', 'Descricao do item 197', 66.31, False);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('365697', '297', 'Item 198', 'Descricao do item 198', 84.83, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('872427', '164', 'Item 199', 'Descricao do item 199', 28.27, True);
INSERT INTO cardapio (restaurante_id, item_id, nome, descricao, preco, disponibilidade) VALUES ('465096', '474', 'Item 200', 'Descricao do item 200', 58.84, False);
